Date,Open,High,Low,Close,Adj Close,Volume
2018-12-06,67800,68200,65700,66000,64352.74609,3902275
2018-12-07,66700,67400,66600,66800,65132.78125,2590733
2018-12-10,65900,65900,64700,65500,63865.22656,2206084
2018-12-11,66000,66600,64800,64900,63280.20313,2457332
2018-12-12,65000,66200,64900,66200,64547.75391,2901875
2018-12-13,66300,66400,64800,65500,63865.22656,4062323
2018-12-14,65200,65300,61200,61800,60257.57422,5617675
2018-12-17,61600,62500,61000,62200,60647.58984,2506287
2018-12-18,61000,61900,60800,61100,59575.04297,3098206
2018-12-19,60800,61000,59700,60300,58795.01172,3561783
2018-12-20,59300,59400,58100,58600,57137.4375,4889709
2018-12-21,58200,60500,58200,60000,58502.49609,3946994
2018-12-24,59600,60700,59200,60400,58892.51563,2101703
2018-12-26,59400,60800,59300,60100,58600,2455060
2018-12-27,61600,61900,60600,61600,61600,3047798
2018-12-28,61700,62300,60500,60500,60500,1647462
2019-01-02,61300,61400,60000,60600,60600,1934295
2019-01-03,60200,60300,57500,57700,57700,3337621
2019-01-04,57500,58500,56700,58300,58300,3388087
2019-01-07,59000,59700,58400,58700,58700,2273750
2019-01-08,57900,60500,57600,59200,59200,3062192
2019-01-09,59600,63800,59400,63600,63600,4928656
2019-01-10,64100,65600,64000,65300,65300,6034432
2019-01-11,65400,65900,64200,65100,65100,2890639
2019-01-14,64300,65100,62000,62100,62100,3282892
2019-01-15,62200,64000,62200,64000,64000,2413868
2019-01-16,63800,64900,62700,64800,64800,2478497
2019-01-17,65500,66200,64600,64900,64900,2830122
2019-01-18,65000,65700,63900,64600,64600,2263599
2019-01-21,65900,67400,65000,67000,67000,3977425
2019-01-22,67900,68000,65700,66600,66600,4047917
2019-01-23,65500,67200,64800,66800,66800,2825017
2019-01-24,66900,70500,66900,70500,70500,6914092
2019-01-25,71600,74800,71100,74600,74600,7163871
2019-01-28,74700,74900,71200,71800,71800,4972189
2019-01-29,71400,73800,71000,73400,73400,3368642
2019-01-30,73500,76300,73000,75900,75900,5304841
2019-01-31,76900,77100,73700,73900,73900,4447535
2019-02-01,75400,76400,74700,75900,75900,3349965
2019-05-15,74800,75100,73900,74500,74500,2056131
2019-05-17,72500,73300,71400,71600,71600,2412668
2019-05-20,71800,72800,70700,70900,70900,1970694
2019-05-21,70500,72200,69700,70300,70300,3893536
2019-05-22,71300,71300,68500,68900,68900,3128787
2019-05-23,68400,69100,67300,68000,68000,3108370
2019-05-24,67300,68600,67000,67600,67600,3339145
2019-05-27,67900,68200,66400,66900,66900,2214176
2019-05-28,67200,68300,65900,65900,65900,12052399
2019-05-29,65600,66700,64900,66100,66100,6056903
2019-05-30,66300,66900,65800,65900,65900,3023108
2019-05-31,65900,66900,64700,65300,65300,3191350
2019-06-03,65200,67200,64200,66600,66600,4020572
2019-06-04,66500,66700,65100,65100,65100,2892681
2019-06-05,66900,67600,64900,65100,65100,4832796
2019-06-07,65200,66000,64600,65400,65400,2355869
2019-06-10,66100,67000,65800,66800,66800,3091757
2019-06-11,66900,67800,66700,67200,67200,2429182
2019-06-12,66800,67100,65700,65700,65700,2437640
2019-06-13,64900,65100,63300,63500,63500,5947811
2019-06-14,63200,64000,62600,63100,63100,3686472
2019-06-17,62800,63800,62400,63700,63700,2435039
2019-06-18,63800,64200,63300,63400,63400,1549497
2019-06-20,67200,67400,66200,67300,67300,2773637
2019-06-21,67100,67300,65900,65900,65900,2403002
2019-06-24,65900,67400,65600,66900,66900,2164462
2019-06-25,66700,67400,66300,66700,66700,1873766
2019-06-26,68300,69600,67900,68900,68900,5024201
2019-06-27,70100,71600,69700,70200,70200,5361201
2019-06-28,70900,70900,68400,69500,69500,3117569
2019-07-01,71000,71000,69700,70000,70000,3538183
2019-07-02,69700,71700,69100,71400,71400,2495399
2019-07-03,71100,71700,69000,69100,69100,2790684
2019-07-04,69600,70700,69300,70200,70200,1503707
2019-07-05,70300,71000,68400,68400,68400,2043271
2019-07-08,66400,68000,66200,67400,67400,2202260
2019-07-09,68400,70500,67900,69800,69800,2912514
2019-07-10,71500,73400,71000,72900,72900,4346179
2019-07-11,74000,75500,74000,75500,75500,5111929
2019-07-12,75600,75800,74400,74700,74700,2638271
2019-07-15,74500,76500,74400,76200,76200,2122090
2019-07-16,74800,76500,74800,76100,76100,2450278
2019-07-17,74600,75200,74000,74600,74600,2805672
2019-07-18,74300,75200,73900,74700,74700,1902110
2019-07-19,75900,77000,75600,76800,76800,2635348
2019-07-22,77800,79200,77000,78400,78400,3213786
2019-07-23,79700,80700,78200,78800,78800,4814941
2019-07-24,78800,80200,77100,77600,77600,3562342
2019-07-25,79700,80400,77700,79200,79200,3963383
2019-07-26,78100,80300,78000,79800,79800,3095260
2019-07-29,79000,79400,76500,77000,77000,2616782
2019-07-30,78200,80000,77700,78900,78900,2371300
2019-07-31,78000,79100,75300,76900,76900,3712241
2019-08-01,75300,78700,75300,77700,77700,3397831
2019-08-05,75500,76000,74900,75400,75400,2889902
2019-08-06,73100,73900,71900,72000,72000,5008247
2019-08-07,72000,74300,72000,73300,73300,2692841
2019-08-08,73600,74500,72000,72300,72300,2943206
2019-08-09,73200,74100,72300,73300,73300,2100380
2019-08-12,73700,75000,73500,74500,74500,1254926
2019-08-13,74000,75100,73700,74500,74500,1304708
2019-08-14,77200,77900,76200,76900,76900,2561643
2019-08-16,75800,76400,75100,76400,76400,2015785
2019-08-19,77300,77500,74800,75100,75100,1591728
2019-08-20,75500,76600,75100,76400,76400,1694275
2019-08-21,75900,76900,75500,75800,75800,1898789
2019-08-22,75300,76000,73800,73800,73800,2309550
2019-08-23,73500,75200,73400,74400,74400,1695532
2019-08-26,72600,73000,71500,71800,71800,2645491
2019-08-27,72500,73700,72500,73000,73000,2512610
2019-08-28,73500,73700,72500,73300,73300,1380522
2019-08-29,73500,74100,72000,73300,73300,2050860
2019-08-30,74600,78000,74600,77400,77400,3839246
2019-09-02,77000,78200,76500,77600,77600,1431352
2019-09-04,77400,80000,77300,80000,80000,2723541
2019-09-05,81400,83000,81200,83000,83000,4068631
2019-09-06,84000,84000,81500,81900,81900,2418057
2019-09-09,83100,84600,82500,84300,84300,2642174
2019-09-11,83400,84300,81300,82600,82600,3650902
2019-09-16,81000,81000,79000,79500,79500,5174391
2019-09-17,80000,80400,79100,79400,79400,2538780
2019-09-18,80100,80600,79500,80200,80200,2706678
2019-09-19,80600,82700,80300,82700,82700,3612220
2019-09-20,82800,83400,82100,82200,82200,2447172
2019-09-23,81900,83300,81900,82800,82800,1413663
2019-09-24,82500,83500,81400,83400,83400,1662830
2019-09-25,82200,82800,81500,81900,81900,1644881
2019-09-26,83000,83500,82500,83300,83300,1734941
2019-09-27,80200,81500,80100,81400,81400,2625620
2019-09-30,80600,82900,80400,82200,82200,2442478
2019-10-01,81800,82500,81700,82000,82000,2370210
2019-10-02,81600,81600,79500,79500,79500,2188097
2019-10-07,80700,81700,79800,80300,80300,1229105
2019-10-08,80400,81100,79400,80900,80900,1816880
2019-10-10,78900,79600,78100,79000,79000,4389324
2019-10-11,79800,80500,79400,80000,80000,2186536
2019-10-14,82000,82300,80400,80500,80500,1972409
2019-10-15,80700,81700,80500,81200,81200,1518810
2019-10-16,82400,82700,81900,82400,82400,2436269
2019-10-17,82000,82200,80600,81000,81000,1713942
2019-10-18,81500,81700,77300,77400,77400,13625664
2019-10-21,77800,78400,77100,77500,77500,2096581
2019-10-22,78900,79300,78200,79100,79100,3453958
2019-10-23,78500,78600,77700,77700,77700,5373911
2019-10-24,79900,80100,78700,80000,80000,3076100
2019-10-25,82400,82900,81500,82900,82900,4229200
2019-10-28,83400,84000,82600,82900,82900,1977758
2019-10-29,84000,84000,82900,83000,83000,1645070
2019-10-30,83400,83400,81000,81500,81500,1927042
2019-10-31,81900,83400,81600,82000,82000,1978755
2019-11-01,82300,83200,81600,83100,83100,1848046
2019-11-04,84000,84900,83800,84700,84700,2182879
2019-11-05,85100,85400,84600,85100,85100,1953720
2019-11-06,84800,85200,83500,83500,83500,2127745
2019-11-07,83700,84300,82800,83600,83600,1594558
2019-11-08,84600,84600,82000,82300,82300,2074339
2019-11-12,81900,83200,81300,83200,83200,1555211
2019-11-13,83300,83600,82300,83400,83400,1370289
2019-11-18,86000,86500,84700,85500,85500,1827506
2019-11-19,85400,86000,84600,85300,85300,2260299
2019-11-20,84400,85200,82600,82700,82700,3315169
2019-11-21,81700,82500,80500,80900,80900,3346746
2019-11-22,80900,82100,80700,81700,81700,2089767
2019-11-25,82300,83300,81500,81700,81700,2602474
2019-11-26,82000,84100,82000,82300,82300,4521090
2019-11-27,82400,83200,82000,82700,82700,1326621
2019-11-28,83100,83800,82500,82800,82800,1413983
2019-11-29,82500,82800,80700,80900,80900,2139440
2019-12-02,80900,81800,80500,80500,80500,1945991
2019-12-03,78100,79300,77300,78700,78700,11657151
2019-12-04,78000,78100,76800,77700,77700,6164549
2019-12-05,79800,79900,78000,78800,78800,3667358
2019-12-06,79300,80800,79100,80600,80600,3054204
2019-12-09,81300,81800,80700,80700,80700,2290088
2019-12-10,79800,80900,79400,80700,80700,1831960
2019-12-11,80700,81000,80100,80600,80600,2009331
2019-12-12,82000,83500,82000,83400,83400,5247299
2019-12-13,87200,88200,85800,87900,87900,5831965
2019-12-16,87200,89400,87000,88600,88600,2652685
2019-12-17,91000,93800,90200,92800,92800,5070618
2019-12-18,93400,94500,91800,93000,93000,3434310
2019-12-19,95400,96400,93400,93600,93600,4938375
2019-12-20,94100,95100,93700,95000,95000,2791176
2019-12-23,95800,96200,94100,94600,94600,1720279
2019-12-24,95000,95600,93800,93800,93800,1464093
2019-12-26,94000,95100,93500,94800,94800,1559839
2019-12-27,94800,97000,94200,96000,96000,2229470
