Date,Open,High,Low,Close,Adj Close,Volume
2016-12-06,44700,45500,44600,45200,42904.88672,3099065
2016-12-07,45750,45800,45200,45250,42952.34766,1984369
2016-12-08,46200,46650,46100,46250,43901.57031,3313157
2016-12-09,46450,46750,45450,45500,43189.65625,3003326
2016-12-12,45750,45850,44850,45300,42999.80859,1440589
2016-12-13,44700,45700,44700,44950,42667.57813,1822952
2016-12-14,45350,46100,45350,45850,43521.88281,2010708
2016-12-15,45850,46050,45000,45600,43284.57813,1828843
2016-12-16,45800,46450,45700,46400,44043.95313,2100809
2016-12-19,46250,46300,45050,45150,42857.42188,1997194
2016-12-20,45400,45550,44950,45150,42857.42188,1110753
2016-12-21,45500,45750,45000,45000,42715.03906,1662010
2016-12-22,46000,46650,45150,45500,43189.65625,4045912
2016-12-23,46200,46400,45950,46300,43949.03125,2982024
2016-12-26,46200,46600,45250,45650,43332.03906,1603230
2016-12-27,45550,45950,45400,45650,43332.03906,1175619
2016-12-28,45350,45750,45100,45350,43620.59766,1296254
2016-12-29,45150,45200,44600,44700,42995.38281,1808856
2017-01-02,44750,46000,44600,45800,44053.4375,1547681
2017-01-03,46200,47300,46200,47250,45448.14063,2655477
2017-01-04,47000,47150,46200,46500,44726.73828,2722599
2017-01-05,47000,47500,46850,46950,45159.57813,2377163
2017-01-06,47700,48450,47600,48000,46169.53906,3166843
2017-01-09,48500,49750,48200,49550,47660.42969,3871999
2017-01-10,49850,50200,49200,49750,47852.80469,2561968
2017-01-11,50000,51900,50000,51600,49632.25391,4360058
2017-01-12,51600,51600,50400,50600,48670.38672,5060622
2017-01-13,49850,50700,49850,50300,48381.82813,4219771
2017-01-16,50100,50300,48800,49300,47419.96484,4974924
2017-01-17,49300,50200,49250,49300,47419.96484,2309955
2017-01-18,48950,49400,48300,48850,46987.125,2974091
2017-01-19,49550,50100,49100,49600,47708.52344,2332268
2017-01-20,49700,50100,49150,49150,47275.6875,1943195
2017-01-23,49950,51000,49900,50800,48862.76563,4148659
2017-01-24,51300,52000,51100,51600,49632.25391,3449130
2017-01-25,52200,52500,51600,51700,49728.44141,2715809
2017-01-26,52500,53500,52400,53300,51267.42578,4517114
2017-01-31,53300,54500,52700,53700,51652.17188,4118790
2017-02-01,54300,54900,53700,54000,51940.73047,2813046
2017-02-02,53500,54000,52700,52800,50786.49609,3486140
2017-02-03,52500,53700,51800,53700,51652.17188,3718619
2017-02-06,54200,54400,53300,53700,51652.17188,1897002
2017-02-07,53800,54500,53100,53300,51267.42578,2405891
2017-02-08,53700,54600,52400,54600,52517.85156,3552260
2017-02-09,53100,53700,52500,52700,50690.30859,6547266
2017-02-10,52000,52200,50000,50000,48093.26953,9120878
2017-02-13,49550,51000,49500,50700,48766.57813,4124290
2017-02-14,51100,51600,48100,48450,46602.37891,8593878
2017-02-15,48300,48700,47550,47900,46073.35156,8725221
2017-02-16,48350,49600,48200,49600,47708.52344,4840918
2017-02-17,50400,51100,50200,50400,48478.01563,4927937
2017-02-20,50900,51000,49600,49900,47997.08203,2265276
2017-02-21,49950,51000,49350,50900,48958.94922,2227708
2017-02-22,51600,51700,50600,50600,48670.38672,2678429
2017-02-23,50000,50400,49050,50200,48285.64063,3374139
2017-02-24,49850,50000,47400,47500,45688.60547,7707747
2017-02-27,46850,47000,45650,46000,44245.80859,7604699
2017-02-28,46600,47600,46200,46700,44919.11328,5588155
2017-03-02,46850,47850,46800,47700,45880.98047,7093071
2017-03-03,47650,48250,46700,47100,45303.86328,3937032
2017-03-06,47600,49400,47550,49350,47468.05859,5045970
2017-03-07,49100,49300,48050,48800,46939.03125,3439908
2017-03-08,48800,49300,47900,48000,46169.53906,3728263
2017-03-09,48200,48850,48000,48000,46169.53906,2957372
2017-03-10,48100,49550,47500,49200,47323.77734,3849912
2017-03-13,49550,51100,49300,51000,49055.13672,4948062
2017-03-14,51800,51900,50300,50300,48381.82813,4024138
2017-03-15,49350,49500,48550,48800,46939.03125,4688787
2017-03-16,49350,49650,48500,49150,47275.6875,3458839
2017-03-17,48400,48400,46600,46750,44967.20703,8098258
2017-03-20,46950,47650,46550,47600,45784.79297,3929405
2017-03-21,47900,48250,47000,47550,45736.69922,3720816
2017-03-22,47000,48800,47000,48650,46794.75,4157526
2017-03-23,48950,49300,48150,48450,46602.37891,2473925
2017-03-24,50000,50200,49300,49500,47612.33594,5174622
2017-03-27,50000,51100,49950,50700,48766.57813,5607032
2017-03-28,51200,51300,50000,50800,48862.76563,2862493
2017-03-29,51000,52200,50800,51300,49343.69531,4154277
2017-03-30,51100,51500,50200,50900,48958.94922,2204243
2017-03-31,50800,50800,49900,50500,48574.19922,2682196
2017-04-03,50800,51900,50700,51800,49824.62891,2361892
2017-04-04,52100,52200,50800,51000,49055.13672,2192884
2017-04-05,50600,51000,49950,50300,48381.82813,2758658
2017-04-06,50300,50500,49100,49400,47516.15234,2991825
2017-04-07,49450,49800,48700,49800,47900.89844,2645476
2017-04-10,49700,49750,48950,49000,47131.40625,1824895
2017-04-11,48550,49350,48400,48850,46987.125,2384127
2017-04-12,48800,49200,48550,49000,47131.40625,1694663
2017-04-13,49100,50200,48650,49750,47852.80469,2367158
2017-04-14,49750,50700,49450,49800,47900.89844,2845128
2017-04-17,50200,50300,49100,49200,47323.77734,2002100
2017-04-18,49600,50400,49300,50200,48285.64063,1899560
2017-04-19,50300,50400,49850,49850,47948.98828,1587172
2017-04-20,49750,51700,49700,51400,49439.88281,3573280
2017-04-21,51800,52500,51300,52000,50017,3834454
2017-04-24,52700,53200,52100,52400,50401.74609,3158545
2017-04-25,52800,52800,51300,52400,50401.74609,5312931
2017-04-26,53100,54200,53000,53700,51652.17188,5609007
2017-04-27,53800,53900,52700,53600,51555.98438,2743963
2017-04-28,53600,54700,53400,54000,51940.73047,3573387
2017-05-02,55300,55900,54800,55400,53287.34375,4347745
2017-05-04,55900,55900,55000,55900,53768.27344,2780438
2017-05-08,56000,57000,55700,56900,54730.14063,3818771
2017-05-10,57400,58100,55200,55600,53479.71484,4766870
2017-05-11,56000,56400,54800,56400,54249.21094,3509393
2017-05-12,56400,56400,55100,55300,53191.15625,2303244
2017-05-15,55300,56100,55300,55600,53479.71484,1542366
2017-05-16,56200,56800,55200,55300,53191.15625,2546047
2017-05-17,55400,55700,54400,54700,52614.03906,2485465
2017-05-18,53600,55700,53400,55700,53575.90234,3494997
2017-05-19,55100,55600,54200,54200,52133.10156,2860160
2017-05-22,54900,56000,54800,56000,53864.46094,2544180
2017-05-23,56400,56500,55000,55100,52998.78516,2410542
2017-05-24,55700,56500,55600,55800,53672.08984,2324952
2017-05-25,56400,56400,55400,55800,53672.08984,1996135
2017-05-26,56000,57100,56000,57100,54922.51563,3145737
2017-05-29,57700,58800,57100,57900,55692.00391,3294700
2017-05-30,58200,58400,56600,57400,55211.07422,2368225
2017-05-31,57400,57900,56500,57000,54826.32813,3314659
2017-06-01,56700,56900,56100,56400,54249.21094,2006611
2017-06-02,56900,57500,56400,57100,54922.51563,2481215
2017-06-05,57200,57200,55900,56100,53960.64844,2525078
2017-06-07,55900,56900,55400,56500,54345.39453,3040030
2017-06-08,56500,57000,56200,56700,54537.76953,3943311
2017-06-09,56700,58400,56500,58300,56076.75391,4799560
2017-06-12,57200,57900,56800,57500,55307.25781,2650404
2017-06-13,57700,58900,56900,58800,56557.6875,3431811
2017-06-14,59200,60000,58800,59300,57038.61719,4441904
2017-06-15,59300,61000,59300,60600,58289.04297,4549233
2017-06-16,61100,61600,59900,60500,58192.85547,3932203
2017-06-19,61300,63200,61300,62800,60405.14844,5315543
2017-06-20,64700,65400,63700,64000,61559.38672,6519471
2017-06-21,63300,66300,62900,64800,62328.87891,5650669
2017-06-22,66500,66500,64500,65000,62521.25,4977159
2017-06-23,64500,65400,63500,65000,62521.25,3189590
2017-06-26,65000,67500,65000,67500,64925.91016,3516630
2017-06-27,68200,69600,67000,69200,66561.08594,4951341
2017-06-28,68100,69200,66800,67200,64637.35156,5520578
2017-06-29,67900,68800,67100,68500,65887.78125,3702501
2017-06-30,67400,67800,67000,67400,64829.72656,3230282
2017-07-03,66500,66900,65500,66300,63771.67578,3763473
2017-07-04,65900,67100,65300,65800,63290.74609,2895782
2017-07-05,65600,68200,65300,68000,65406.84375,4557456
2017-07-06,69000,69400,67500,68100,65503.03125,4048922
2017-07-07,67600,68400,66100,66600,64060.23438,3242213
2017-07-10,67000,67500,65700,67300,64733.53906,2667048
2017-07-11,67400,69000,66900,69000,66368.71094,3187332
2017-07-12,68700,69500,68400,68900,66272.53125,3462150
2017-07-13,69500,71900,69200,70600,67907.69531,5432312
2017-07-14,71400,72200,70700,71100,68388.625,2931832
2017-07-17,71800,71900,70200,71200,68484.8125,2804598
2017-07-18,70700,71800,70600,70800,68100.07031,2066194
2017-07-19,71200,71200,70000,71000,68292.4375,2009799
2017-07-20,71400,71700,70800,71300,68581,1647153
2017-07-21,70800,71300,70300,71200,68484.8125,1599111
2017-07-24,71300,73000,71000,73000,70216.17188,3598173
2017-07-25,72900,73000,70100,70400,67715.32031,6028435
2017-07-26,69600,69900,66700,66800,64252.60938,9659618
2017-07-27,66800,69500,66800,68400,65791.59375,6177375
2017-07-28,67800,67900,64200,64600,62136.50391,8093780
2017-07-31,63700,66000,63700,66000,63483.11719,4769724
2017-08-01,65300,66500,64700,65500,63002.18359,3744523
2017-08-02,67900,68200,66600,68000,65406.84375,4161592
2017-08-03,67900,67900,65200,65500,63002.18359,4992104
2017-08-04,65100,66100,63200,64000,61559.38672,5938549
2017-08-07,64000,65000,63700,64100,61655.57422,3518575
2017-08-08,64900,66400,64800,66300,63771.67578,4372768
2017-08-09,65400,65400,64000,64200,61751.75781,4037319
2017-08-10,63700,64600,63200,64400,61944.13281,4474120
2017-08-11,62000,63000,61400,61400,59058.53516,6664578
2017-08-14,63000,65100,62300,65100,62617.4375,5239246
2017-08-16,67200,67300,65800,66100,63579.30469,4714899
2017-08-17,66800,67300,66100,66400,63867.86328,3709768
2017-08-18,64900,67300,64800,67000,64444.98047,3130891
2017-08-21,67300,67800,66600,67200,64637.35156,2570150
2017-08-22,67400,68200,67200,68200,65599.22656,2208365
2017-08-23,69000,69000,67600,68000,65406.84375,3072911
2017-08-24,68200,68700,67500,68100,65503.03125,2333347
2017-08-25,68300,68400,67600,68400,65791.59375,1862764
2017-08-28,68000,68100,67100,67900,65310.65625,1843458
2017-08-29,67300,67900,66400,67600,65022.09766,2967906
2017-08-30,68300,68900,68100,68500,65887.78125,2118742
2017-08-31,68900,69300,68200,68600,65983.96875,2054717
2017-09-01,69000,69200,67700,68700,66080.15625,2304425
2017-09-04,66600,68600,66600,68100,65503.03125,3234465
2017-09-05,68600,70100,67900,69900,67234.39063,4026248
2017-09-06,69900,71900,69700,71700,68965.74219,4476200
2017-09-07,71600,72800,71200,71400,68677.1875,3877849
2017-09-08,72000,72800,71500,72600,69831.42969,2868673
2017-09-11,73600,74200,73200,73800,70985.66406,3321612
2017-09-12,74800,74900,73500,74700,71851.34375,3676865
2017-09-13,75000,77400,74300,75700,72813.21094,5682708
2017-09-14,76300,76800,75700,76800,73871.26563,3366621
2017-09-15,76100,77500,76000,77200,74256.00781,2725277
2017-09-18,78200,80000,77700,79700,76660.67188,3638325
2017-09-19,80100,80500,78500,79200,76179.73438,3934389
2017-09-20,79300,81200,78400,80700,77622.53906,5268665
2017-09-21,81100,83400,80400,83100,79931.01563,6961713
2017-09-25,83600,86300,83600,86300,83008.98438,4656285
2017-09-26,86300,86300,86300,86300,83008.98438,0
2017-09-27,83100,83800,81400,82400,79257.70313,5029200
2017-09-28,84500,85500,82500,83200,80027.20313,4817018
2017-09-29,83300,84300,82200,82900,79738.64063,3579139
2017-10-10,86300,90000,85300,88700,85317.46094,7956055
2017-10-11,89900,90300,88100,89100,85702.20313,5500820
2017-10-12,89200,89900,88100,88500,85125.08594,4313702
2017-10-13,88500,88500,85600,86100,82816.60938,6101810
2017-10-16,86100,87100,82800,84200,80989.07031,6985619
2017-10-17,85700,86600,83500,83500,80315.76563,6802500
2017-10-18,83200,83300,80000,80900,77814.91406,9070685
2017-10-19,79900,81800,79000,79000,75987.35938,7675978
2017-10-20,79800,82400,79600,81200,78103.46875,6911051
2017-10-23,82600,84700,82100,84700,81470,5388391
2017-10-24,84000,84200,81600,81800,78680.58594,5236092
2017-10-25,82100,82600,80300,81700,78584.39844,3914170
2017-10-26,80000,82000,78500,78700,75698.80469,7528077
2017-10-27,78100,78700,76500,78400,75410.24219,8929263
2017-10-30,79600,81300,79100,79800,76756.85938,5883529
2017-10-31,80000,82700,79200,82200,79065.33594,6620890
2017-11-01,86000,86000,84000,85300,82047.11719,7067296
2017-11-02,85000,85100,83200,83400,80219.57813,4464960
2017-11-03,83400,84500,81900,84400,81181.4375,4050123
2017-11-06,83600,84100,83000,83500,80315.76563,3131468
2017-11-07,82800,83300,82200,82400,79257.70313,2993945
2017-11-08,82100,84400,81800,83200,80027.20313,3396387
2017-11-09,83200,83500,81600,82400,79257.70313,3748489
2017-11-10,81300,82800,81000,82000,78872.96094,2357772
2017-11-13,82000,83100,81800,82300,79161.52344,2955651
2017-11-14,83000,84500,82900,83400,80219.57813,3399976
2017-11-15,83800,84200,81900,82000,78872.96094,3207872
2017-11-17,83300,84800,83000,83000,79834.82813,4339090
2017-11-20,83300,83300,81800,82100,78969.14844,2988991
2017-11-21,83200,85000,82800,85000,81758.55469,5540888
2017-11-22,86500,87700,86100,86800,83489.92188,4592670
2017-11-24,84500,85400,83900,85100,81854.74219,2073899
2017-11-27,86000,86700,82000,83100,79931.01563,7105679
2017-11-28,82900,83600,81200,82600,79450.07813,4083144
2017-11-29,82900,83000,82100,82400,79257.70313,2418748
2017-11-30,77000,79600,76800,76800,73871.26563,11213748
2017-12-01,77200,78800,77100,77400,74448.38281,4340592
2017-12-04,77600,79200,76800,79100,76083.54688,4115752
2017-12-05,77600,79300,77100,77900,74929.3125,3736568
2017-12-06,78700,79500,77200,77500,74544.57031,3934238
2017-12-07,78300,78300,75600,76000,73101.77344,5166136
2017-12-08,77500,78900,76900,78700,75698.80469,3660716
2017-12-11,79000,79500,78000,78700,75698.80469,2493176
2017-12-12,79000,79000,77100,77800,74833.125,3746347
2017-12-13,77400,77500,76200,76800,73871.26563,3485920
2017-12-14,77200,77600,76000,76000,73101.77344,5552560
2017-12-15,77100,77400,75600,75700,72813.21094,3374982
2017-12-18,76200,77300,75900,77200,74256.00781,3237589
2017-12-19,78400,80800,78200,80200,77141.60938,6782210
2017-12-21,80200,80600,76900,77000,74063.63281,4831110
2017-12-22,76400,77400,76300,76700,73775.07813,3382954
2017-12-26,76600,76900,74000,74000,71178.03906,6253943
2017-12-27,75400,76400,74400,75100,73225.625,4291492
2017-12-28,75400,76700,75200,76500,74590.6875,2825939
2018-01-03,78100,78800,77300,77700,75760.73438,3097644
2018-01-04,78700,79700,77100,77100,75175.71094,3729328
2018-01-05,78400,79400,78300,79300,77320.80469,3395065
2018-01-08,79500,80000,77400,78200,76248.25781,2960495
2018-01-09,78300,78900,76300,76900,74980.70313,3343874
2018-01-10,76700,76700,72500,72900,71080.53125,9123901
2018-01-11,73200,73800,72000,72600,70788.02344,3777867
2018-01-12,73300,74500,72000,74400,72543.09375,5659087
2018-01-15,73700,74100,72500,72700,70885.52344,3541267
2018-01-16,72700,74700,72700,74400,72543.09375,4383229
2018-01-17,74400,75000,73700,74100,72250.58594,3256624
2018-01-18,75800,76800,74600,75200,73323.13281,6199800
2018-01-19,75300,75800,73000,73300,71470.55469,3898397
2018-01-22,72800,72800,70700,71100,69325.46094,5610463
2018-01-23,71800,72200,70900,71300,69520.46875,4671451
2018-01-24,71600,73200,71500,72400,70593.01563,3802939
2018-01-25,73400,76200,72300,75800,73908.15625,8758929
2018-01-26,76400,76400,74200,75500,73615.64063,4296170
2018-01-29,76500,77000,75000,75300,73420.63281,3618328
2018-01-30,74300,74600,73100,73100,71275.54688,5443314
2018-01-31,72200,74500,72200,73500,71665.5625,5800892
2018-02-01,74900,75200,74000,74400,72543.09375,2987816
2018-02-02,74500,74600,71800,72200,70398.00781,4343077
2018-02-05,70200,70900,69800,70200,68447.92188,4058439
2018-02-06,69100,71300,68200,70200,68447.92188,5679965
2018-02-07,73700,73800,70800,71100,69325.46094,6007913
2018-02-08,71900,74200,71600,73900,72055.57813,5586858
2018-02-09,72100,74200,72000,73400,71568.05469,5118112
2018-02-12,73700,74700,73400,74500,72640.60156,3317876
2018-02-13,75900,77800,75800,77700,75760.73438,7814367
2018-02-14,78400,79500,77000,77600,75663.22656,3943628
2018-02-19,78900,79000,76100,76500,74590.6875,3350577
2018-02-20,76400,76500,75200,75500,73615.64063,2507719
2018-02-21,75800,77200,75800,76900,74980.70313,2653870
2018-02-22,76100,77400,75700,75900,74005.65625,1879461
2018-02-23,76100,77600,76000,77300,75370.71875,2404473
2018-02-26,78300,78500,77200,77500,75565.72656,2327486
2018-02-27,78700,79200,78400,78700,76735.77344,3395415
2018-02-28,78600,79200,76600,76800,74883.19531,3102987
2018-03-02,76300,77800,75900,77400,75468.21875,2673152
2018-03-05,77500,78900,77100,78300,76345.75781,3415061
2018-03-06,80100,82500,80000,82400,80343.42969,7588369
2018-03-07,83600,83900,82400,82700,80635.94531,4992841
2018-03-08,83900,84300,81800,83500,81415.97656,4440076
2018-03-09,84400,85900,83100,83300,81220.96875,5159197
2018-03-12,84900,85600,84300,84900,82781.03125,2744795
2018-03-13,88000,90000,87600,90000,87753.75,8775741
2018-03-14,89300,90900,89200,90700,88436.27344,5939290
2018-03-15,90300,90500,88600,89600,87363.72656,4106667
2018-03-16,88500,89900,87200,89800,87558.73438,5006430
2018-03-19,90200,91500,89500,89900,87656.24219,3743718
2018-03-20,88900,89700,88000,89600,87363.72656,3083666
2018-03-21,89600,90300,88000,88400,86193.67969,2942484
2018-03-22,88800,89300,88000,88600,86388.6875,2698169
2018-03-23,85100,86400,82800,83100,81025.96094,7310739
2018-03-26,82300,84000,81000,84000,81903.5,6121334
2018-03-27,84700,84800,80100,81400,79368.39063,7184488
2018-03-28,79900,82200,79600,80300,78295.84375,4820673
2018-03-29,80800,81300,79600,80300,78295.84375,3618849
2018-03-30,81200,83300,81100,81300,79270.88281,3681673
2018-04-02,81700,82800,81100,81300,79270.88281,2342407
2018-04-03,80300,81800,78700,81800,79758.40625,3553815
2018-04-04,82500,83000,80000,80400,78393.34375,2964537
2018-04-05,82200,83200,81200,82900,80830.95313,3255356
2018-04-06,80000,80600,79300,80300,78295.84375,5693281
2018-04-09,80000,81200,79300,80600,78588.35156,3231256
2018-04-10,80000,80800,79200,80400,78393.34375,2924054
2018-04-11,82400,82400,81000,81200,79173.38281,3053453
2018-04-12,81900,85100,81500,84000,81903.5,5725102
2018-04-13,85000,85900,83900,84200,82098.50781,3032369
2018-04-16,84200,84700,83400,84000,81903.5,1489091
2018-04-17,83900,84000,82300,82800,80733.44531,2501282
2018-04-18,84100,85400,83700,84600,82488.52344,3375376
2018-04-19,85800,88200,85300,87900,85706.15625,5901782
2018-04-20,85900,86300,84000,84400,82293.51563,4590640
2018-04-23,83400,85300,83300,84400,82293.51563,3002461
2018-04-24,83300,83400,80400,82100,80050.91406,6804182
2018-04-25,81600,83000,80900,82400,80343.42969,3845661
2018-04-26,83800,87100,83300,86500,84341.10156,7551747
2018-04-27,88500,88800,86800,87100,84926.125,4961867
2018-04-30,85400,85700,84000,84500,82391.01563,4653153
2018-05-02,85900,86000,82900,83100,81025.96094,5444240
2018-05-03,83200,83900,82800,82900,80830.95313,2362792
2018-05-04,83500,84100,82600,83000,80928.45313,2696141
2018-05-08,84500,85300,83200,83500,81415.97656,2979605
2018-05-09,84300,84700,83100,83400,81318.46875,2284106
2018-05-10,85400,85800,84500,85800,83658.57031,3274963
2018-05-11,86600,86800,85400,86100,83951.08594,2107047
2018-05-14,86100,86300,84500,85400,83268.55469,1959236
2018-05-15,86000,86000,83900,84600,82488.52344,2239370
2018-05-16,85000,87000,84800,87000,84828.625,3040180
2018-05-17,88400,88700,86000,86700,84536.10938,2864278
2018-05-18,87200,88000,85400,87900,85706.15625,2187789
2018-05-21,88400,89400,87400,89100,86876.21094,3262983
2018-05-23,91900,95500,91500,95300,92921.46875,10378915
2018-05-24,95300,95900,94600,94600,92238.9375,3220029
2018-05-25,94300,97700,93900,95200,92823.96094,4145819
2018-05-28,94600,95600,93700,94500,92141.4375,2505786
2018-05-29,94600,96100,93500,94800,92433.94531,2733549
2018-05-30,94800,95700,92800,95000,92628.95313,3808299
2018-05-31,94500,94700,92800,93400,91068.89063,5996671
2018-06-01,90800,92200,89600,91400,89118.80469,4790644
2018-06-04,91000,92400,89700,89800,87558.73438,3141036
2018-06-05,89800,91300,89800,91000,88728.78906,2758383
2018-06-07,92700,92700,90600,90900,88631.28125,2754947
2018-06-08,91000,91000,87600,88400,86193.67969,4579508
2018-06-11,88800,90200,88100,89200,86973.71094,2535933
2018-06-12,89900,90100,88200,88400,86193.67969,1876012
2018-06-14,88300,88300,86300,86300,84146.09375,4646948
2018-06-15,87400,87800,86100,87000,84828.625,2945006
2018-06-18,86800,86900,82300,84000,81903.5,4723914
2018-06-19,84100,86100,83700,84100,82001,3824878
2018-06-20,85800,88100,85000,87800,85608.65625,4183210
2018-06-21,88900,89300,87500,88500,86291.1875,3274612
2018-06-22,87300,89500,86700,89500,87266.22656,2569978
2018-06-25,88800,88800,84600,84800,82683.53125,4420542
2018-06-26,82500,84800,82400,84300,82196.00781,5518522
2018-06-27,85700,86400,85200,85200,83073.54688,3798356
2018-06-28,83000,84000,82500,83500,81415.97656,3838303
2018-06-29,83500,85700,83400,85700,83561.07031,3003603
2018-07-02,85000,86000,83400,83700,81610.98438,2033542
2018-07-03,85000,86500,84500,86100,83951.08594,2817592
2018-07-04,87800,87800,84400,85000,82878.53906,2744382
2018-07-05,85000,87300,85000,86200,84048.58594,2059342
2018-07-06,86200,86200,83600,85300,83171.05469,3482186
2018-07-09,85300,87600,85300,87600,85413.64844,2127205
2018-07-10,88400,88600,86700,87300,85121.13281,2002682
2018-07-11,86500,87600,85900,86800,84633.61719,2037358
2018-07-12,86800,87000,85400,85600,83463.5625,3032951
2018-07-13,86500,90100,86500,88800,86583.69531,4535954
2018-07-16,88700,89300,87800,89300,87071.21875,1896459
2018-07-17,90100,90200,88500,88600,86388.6875,1570129
2018-07-18,89700,91000,89100,89300,87071.21875,1937496
2018-07-19,90400,91200,90300,90300,88046.25781,2383489
2018-07-20,89700,90000,87200,87900,85706.15625,3726334
2018-07-23,86300,86400,81200,81700,79660.89844,7076375
2018-07-24,82500,83800,81700,83600,81513.47656,4023740
2018-07-25,83400,84000,80200,80500,78490.85156,4154596
2018-07-26,81300,83800,78600,83100,81025.96094,6218102
2018-07-27,83700,86400,83100,86100,83951.08594,4943923
2018-07-30,86200,86400,85100,85900,83756.07813,2301941
2018-07-31,85200,86300,84500,86300,84146.09375,2804543
2018-08-01,85900,86400,85100,85600,83463.5625,2265008
2018-08-02,85000,85600,82900,83200,81123.46094,3373964
2018-08-03,84000,84100,83100,83300,81220.96875,1928574
2018-08-06,82200,82300,79300,79400,77418.30469,5910100
2018-08-07,80100,80800,79700,80700,78685.85938,3288142
2018-08-08,81500,81600,79400,79800,77808.32031,2804784
2018-08-09,80100,80300,77500,78000,76053.25,5587662
2018-08-10,77200,77600,74600,75100,73225.625,6785694
2018-08-13,74300,75700,74100,75400,73518.14063,3734794
2018-08-14,75900,76600,75500,75900,74005.65625,3206407
2018-08-16,73500,75400,72500,74700,72835.60938,5550888
2018-08-17,74400,75500,74100,74500,72640.60156,2647963
2018-08-20,74700,75400,74400,74700,72835.60938,2048829
2018-08-21,74800,78700,74400,78400,76443.26563,5663191
2018-08-22,79300,80900,78200,79800,77808.32031,5295710
2018-08-23,80300,81300,79300,81100,79075.875,3272130
2018-08-24,80400,82200,79600,81800,79758.40625,3612709
2018-08-27,82100,83800,81600,83500,81415.97656,3070598
2018-08-28,84100,84300,81900,82400,80343.42969,4466308
2018-08-29,82500,83300,81600,82800,80733.44531,2330703
2018-08-30,82200,83500,81500,82700,80635.94531,2337573
2018-08-31,81800,83000,81800,83000,80928.45313,2303812
2018-09-03,82200,82800,80500,80600,78588.35156,2618619
2018-09-04,80600,81600,80200,81200,79173.38281,1903734
2018-09-05,80600,81000,79900,80000,78003.32813,2627619
2018-09-06,78300,78900,77400,78800,76833.28125,4516654
2018-09-07,74500,76200,74100,75900,74005.65625,8388278
2018-09-10,75900,77100,75500,76500,74590.6875,4167711
2018-09-11,76400,77800,76300,76600,74688.1875,3197796
2018-09-12,76200,76200,74700,75100,73225.625,4330147
2018-09-13,74300,75200,73900,74500,72640.60156,5257563
2018-09-14,76100,77800,76000,77700,75760.73438,4124842
2018-09-17,78000,78200,76700,77200,75273.21094,2252063
2018-09-18,76600,78300,76100,78000,76053.25,2450163
2018-09-19,79400,79700,78400,78800,76833.28125,2912259
2018-09-20,78600,79900,78000,79100,77125.78906,3392490
2018-09-21,77100,77500,76300,76700,74785.69531,5678068
2018-09-27,75900,75900,74700,75000,73128.125,5841083
2018-09-28,75300,75900,73100,73100,71275.54688,5824873
2018-10-01,74300,74600,73200,73700,71860.57031,2970456
2018-10-02,73600,74000,71600,71700,69910.48438,4089558
2018-10-04,71700,72200,69800,70000,68252.91406,5778810
2018-10-05,69700,71100,69400,70300,68545.42969,5508014
2018-10-08,69500,71800,69400,71200,69422.96094,2856291
2018-10-10,70300,71100,69800,70300,68545.42969,4161114
2018-10-11,67600,70200,67500,69000,67277.875,4936490
2018-10-12,69200,73200,69200,72400,70593.01563,4882184
2018-10-15,71600,71700,69900,70300,68545.42969,3727297
2018-10-16,70300,71000,69600,69700,67960.39844,2211661
2018-10-17,71400,71700,70300,70400,68642.92969,2653053
2018-10-18,69600,69900,68700,68700,66985.35938,2849229
2018-10-19,68100,70900,67800,70800,69032.94531,2688930
2018-10-22,69600,70900,69600,70000,68252.91406,2377240
2018-10-23,69600,70000,68600,69100,67375.375,3175869
2018-10-24,69400,69600,65800,66700,65035.27734,5703361
2018-10-25,64700,66000,63200,64700,63085.19141,5859332
2018-10-26,65100,67100,62900,67000,65327.78906,6211406
2018-10-29,66600,67800,64800,66800,65132.78125,4252977
2018-10-30,66000,70900,65900,68200,66497.83594,6101533
2018-10-31,69300,70400,67600,68200,66497.83594,5038931
2018-11-01,68900,69600,67800,68300,66595.34375,3218076
2018-11-02,70600,72800,69100,72600,70788.02344,5334082
2018-11-05,72000,72100,70100,70500,68740.4375,3389386
2018-11-06,70500,70600,69100,70100,68350.42188,2624868
2018-11-07,70400,72300,70100,70800,69032.94531,3770119
2018-11-08,72900,73300,72600,72900,71080.53125,3930969
2018-11-09,72400,73600,71900,72900,71080.53125,3414946
2018-11-12,72200,74500,71800,74500,72640.60156,3328433
2018-11-13,72300,72500,69900,71900,70105.49219,4730929
2018-11-14,71400,72100,70200,70400,68642.92969,2783377
2018-11-16,72600,72900,70000,70100,68350.42188,2894513
2018-11-19,69600,70500,68900,69800,68057.90625,2303677
2018-11-20,67000,68200,67000,67500,65815.3125,3325563
2018-11-21,66900,68300,66100,68100,66400.33594,3100596
2018-11-22,68100,69700,68000,69300,67570.38281,1966126
2018-11-23,69500,69700,68400,69300,67570.38281,1499166
2018-11-26,69200,71300,69000,70900,69130.45313,2361766
2018-11-27,71100,71200,69700,70800,69032.94531,2293763
2018-11-28,71000,72000,70700,71900,70105.49219,2441991
2018-11-29,73700,73700,71200,71500,69715.47656,3270078
2018-11-30,71500,71600,68800,69600,67862.89844,4167055
2018-12-03,71000,71100,69800,70500,68740.4375,2760290
2018-12-04,69900,70400,68400,69000,67277.875,3222060
2018-12-05,67200,68800,67200,68200,66497.83594,3008950
